Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Europe & Central Asia (developing only),ECA,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,151220000,168963000,206916000,296021000,351293000,507526000,720894000,1198732000,1653089000,1860560000,2744222000,4131149000,4419502000,4374331000,5310742000,4702690000,5098909000,5366259000,5934107000,5326317000,5635485000,4939343000,4994201000,4639331000,4750188000,6309063000,6510076000,7611476000,8419490000,8786396000,10698886000,9945116000,9284057000,10507224000,12128879000,15500060000,19271365000,26222528000,30000546000,29265536000,26562150000,34725802000,27843620000,31373794000,31541760000,
Europe & Central Asia (all income levels),ECS,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,11298000,12230000,15422000,22090000,27391000,33870000,44529000,71876000,138707000,271647000,476021000,593999000,972169000,600939000,899337000,829078000,772766000,374607000,374206000,495658000,475046000,505211000,417464000,397215000,484525000,658085000,665416000,814344000,913213000,1065115000,815803000,942142000,1037434000,1103746000,1184636000,958548000,1329568000,1364301000,866433000,601011000,525426000,571271000,705187000,864000000,967440000,
"Egypt, Arab Rep.",EGY,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,36562000,26589000,39432000,44229000,47574000,83533000,79165000,277869000,348278000,245183000,789472000,977995000,1065220000,1352164000,1457591000,1377143000,1409412000,775208000,1225081000,1420299000,1334535000,884465000,1222137000,1217396000,1297834000,1402636000,1202732000,1014189000,933901000,919136000,739579000,831115000,711995000,618101000,692967000,657883000,805540000,895306000,916692000,884183000,849025000,840172000,946342000,779381000,825324000,
Euro area,EMU,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150000,0,505000,3551000,4064000,4087000,6214000,7262000,5985000,10078000,10282000,7839000,5649000,9562000,10469000,9502000,8141000,8560000,6558000,5371000,
Spain,ESP,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,6271000,6985000,8105000,8934000,9673000,11006000,10442000,11332000,12451000,13076000,27471000,30520000,38608000,40716000,46481000,49186000,60872000,68962000,95852000,85311000,58848000,45583000,47277000,29449000,44179000,62892000,55248000,47458000,50352000,57961000,53834000,62927000,37256000,45562000,49742000,54071000,50122000,45698000,39337000,41493000,53884000,93315000,103469000,161207000,193164000,
European Union,EUU,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,1099000,821000,1219000,1790000,3769000,3956000,4200000,6145000,8701000,11032000,16188000,21101000,25294000,26360000,27093000,27331000,27397000,28471000,28176000,25340000,25181000,22249000,17891000,16261000,15080000,11216000,9613000,9248000,6602000,7391000,8131000,6862000,6836000,5973000,6552000,5778000,6659000,17712000,16313000,15528000,14457000,28295000,27618000,28888000,30439000,
France,FRA,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,2591000,3419000,4152000,10920000,10707000,14989000,25332000,30985000,71534000,101345000,152884000,120037000,117029000,72785000,86044000,78292000,75290000,73396000,100456000,123714000,135765000,195460000,296306000,86033000,148840000,239811000,246946000,261144000,172171000,257712000,154819000,181618000,169626000,133671000,48108000,57875000,43270000,244510000,363566000,142468000,133509000,130498000,131279000,250048000,162226000,
United Kingdom,GBR,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8163000,4778000,20040000,11888000,43640000,63009000,54424000,57603000,38767000,46736000,45338000,38879000,37702000,69571000,74409000,251928000,268127000,271599000,346628000,444751000,518480000,527705000,
Ghana,GHA,"Interest payments on external debt, total (INT, current US$)",DT.INT.DECT.CD,,,,,,,,,,,12122000,15261000,6971000,12098000,13001000,18852000,18399000,15388000,23703000,29881000,53142000,68249000,64096000,62383000,67595000,87233000,111020000,116835000,125350000,114328000,104479000,106820000,112615000,113091000,110098000,94587000,133651000,138968000,152196000,154098000,137580000,91537000,91822000,89898000,103596000,112728000,103286000,101744000,162891000,139610000,216795000,128565000,219860000,335496000,340960000,
